"","log2FoldChange","padj","Factor"
"ko:K009671",0.443978389219823,0.0727833015661806,"Vibrio_Vibrio_vs_Control"
"ko:K010701",-0.371080630722265,NA,"Vibrio_Vibrio_vs_Control"
"ko:K012061",3.23015934372982,1.62833198479779e-05,"Vibrio_Vibrio_vs_Control"
"ko:K012511",1.96862503166889,0.000798555904214659,"Vibrio_Vibrio_vs_Control"
"ko:K013631",-0.170281567237062,0.777350874290793,"Vibrio_Vibrio_vs_Control"
"ko:K013651",0.370723030170775,0.284050306752746,"Vibrio_Vibrio_vs_Control"
"ko:K013791",-0.476537694627559,0.292564333833886,"Vibrio_Vibrio_vs_Control"
"ko:K015511",0.337828567322446,NA,"Vibrio_Vibrio_vs_Control"
"ko:K015961",2.95533607280816,3.03404772026717e-28,"Vibrio_Vibrio_vs_Control"
"ko:K016231",0.00977326531606598,0.983574826618766,"Vibrio_Vibrio_vs_Control"
"ko:K016811",1.40754815040635,0.00262194318248709,"Vibrio_Vibrio_vs_Control"
"ko:K016891",0.427223425099885,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K016971",-1.77189263661126,NA,"Vibrio_Vibrio_vs_Control"
"ko:K017581",0.501066221471251,0.769680307365627,"Vibrio_Vibrio_vs_Control"
"ko:K018751",-0.0762845834010904,0.96204462247049,"Vibrio_Vibrio_vs_Control"
"ko:K018811",0.472498097292733,0.840417356751011,"Vibrio_Vibrio_vs_Control"
"ko:K018891",1.07688818842991,0.284050306752746,"Vibrio_Vibrio_vs_Control"
"ko:K018901",0.0996333378073112,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K018921",0.0396850675067494,0.975053581291447,"Vibrio_Vibrio_vs_Control"
"ko:K018931",-0.93941492498584,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K019531",-0.639945941691154,0.288590621452909,"Vibrio_Vibrio_vs_Control"
"ko:K021051",-0.804494623350974,0.477164429072098,"Vibrio_Vibrio_vs_Control"
"ko:K021111",-0.66234187480675,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021121",0.317078846306715,0.521593560671811,"Vibrio_Vibrio_vs_Control"
"ko:K021461",-0.514566187629332,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K021491",-0.640687208379778,0.615144263109068,"Vibrio_Vibrio_vs_Control"
"ko:K021521",1.61928138922374,NA,"Vibrio_Vibrio_vs_Control"
"ko:K021551",0.126506025162843,0.890788122061178,"Vibrio_Vibrio_vs_Control"
"ko:K021831",-0.574117457383809,0.0186847134914435,"Vibrio_Vibrio_vs_Control"
"ko:K022191",-1.57427677159648,NA,"Vibrio_Vibrio_vs_Control"
"ko:K022671",-0.669059770394925,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K024371",0.474941018893662,0.589573095829243,"Vibrio_Vibrio_vs_Control"
"ko:K025031",-0.321463525919838,NA,"Vibrio_Vibrio_vs_Control"
"ko:K026351",0.454372931428845,0.661334744464915,"Vibrio_Vibrio_vs_Control"
"ko:K026391",-0.350685275568595,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027031",4.01155977413748,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K027051",1.68431246663595,0.182873007512065,"Vibrio_Vibrio_vs_Control"
"ko:K027061",-1.84405720567835,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027251",0.0747335504165401,NA,"Vibrio_Vibrio_vs_Control"
"ko:K027261",-0.669508444201081,0.695226521145974,"Vibrio_Vibrio_vs_Control"
"ko:K027281",-0.0722129939253111,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K027321",-0.160051468708901,0.875005727893751,"Vibrio_Vibrio_vs_Control"
"ko:K028651",-0.113936027582773,0.953488708193653,"Vibrio_Vibrio_vs_Control"
"ko:K028661",-0.93418142351778,NA,"Vibrio_Vibrio_vs_Control"
"ko:K028701",-0.382676001949157,0.225104099387949,"Vibrio_Vibrio_vs_Control"
"ko:K028721",-2.46331182863921,0.0272725328463077,"Vibrio_Vibrio_vs_Control"
"ko:K028731",-1.62120129811278,0.000248940969893289,"Vibrio_Vibrio_vs_Control"
"ko:K028771",1.69225263067346,0.259090135079666,"Vibrio_Vibrio_vs_Control"
"ko:K028801",-0.921399517754479,0.36970376730274,"Vibrio_Vibrio_vs_Control"
"ko:K028821",0.619610020674017,0.589573095829243,"Vibrio_Vibrio_vs_Control"
"ko:K028851",-0.475425642146755,0.692977794630649,"Vibrio_Vibrio_vs_Control"
"ko:K028891",-0.739267769536039,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K028961",-0.933525372122352,0.151591089706686,"Vibrio_Vibrio_vs_Control"
"ko:K028981",0.0688373146560885,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K029011",-0.251354729490693,0.875005727893751,"Vibrio_Vibrio_vs_Control"
"ko:K029051",0.368156966147483,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K029081",1.28486962078223,0.0594738144936482,"Vibrio_Vibrio_vs_Control"
"ko:K029101",-0.649799942046759,0.596811468161179,"Vibrio_Vibrio_vs_Control"
"ko:K029151",-0.573944194707396,0.588845503297412,"Vibrio_Vibrio_vs_Control"
"ko:K029181",0.115936082393181,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029201",0.439994270022718,0.834154976569594,"Vibrio_Vibrio_vs_Control"
"ko:K029231",-0.13805318263858,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K029241",-0.546426958988265,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029291",0.763487863115355,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K029321",-0.448874633347746,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K029361",-0.123179675274471,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K029371",0.102131807021173,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029381",0.930468187865592,0.300645577457489,"Vibrio_Vibrio_vs_Control"
"ko:K029411",0.729155398338448,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K029471",1.59985731596486,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029491",0.859836320123842,0.288634689588683,"Vibrio_Vibrio_vs_Control"
"ko:K029511",-0.348432670327136,0.831424030993533,"Vibrio_Vibrio_vs_Control"
"ko:K029531",-0.955694142792752,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029551",-0.989294541121179,0.151591089706686,"Vibrio_Vibrio_vs_Control"
"ko:K029581",-0.164633711268232,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K029621",1.11783659632332,0.218707634018967,"Vibrio_Vibrio_vs_Control"
"ko:K029661",-0.344515060593491,0.834154976569594,"Vibrio_Vibrio_vs_Control"
"ko:K029691",-0.569394297207508,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029731",-0.555971166112622,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029751",-0.0276307213024947,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029761",-0.926437517745542,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029781",0.249372080720086,0.715904594189222,"Vibrio_Vibrio_vs_Control"
"ko:K029801",-1.56533887564758,0.0727833015661806,"Vibrio_Vibrio_vs_Control"
"ko:K029831",-0.248210291513197,0.913319310860975,"Vibrio_Vibrio_vs_Control"
"ko:K029841",0.514854039366243,0.563822829566759,"Vibrio_Vibrio_vs_Control"
"ko:K029851",1.14912429535005,0.561545933941516,"Vibrio_Vibrio_vs_Control"
"ko:K029871",-1.20717191309209,NA,"Vibrio_Vibrio_vs_Control"
"ko:K029911",-0.509659419679785,0.340784285729731,"Vibrio_Vibrio_vs_Control"
"ko:K029921",-0.527285247641449,0.730387879582176,"Vibrio_Vibrio_vs_Control"
"ko:K029931",-0.250882476762058,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K029951",0.142790814767225,0.920988328549101,"Vibrio_Vibrio_vs_Control"
"ko:K030071",-3.44810911616534,0.000319382461075878,"Vibrio_Vibrio_vs_Control"
"ko:K030081",-1.73672643878657,NA,"Vibrio_Vibrio_vs_Control"
"ko:K030311",0.699685310039304,0.561545933941516,"Vibrio_Vibrio_vs_Control"
"ko:K030831",-0.410749161244337,0.556432025538637,"Vibrio_Vibrio_vs_Control"
"ko:K031131",0.0414822400676406,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032311",0.682539442232106,0.796507079105748,"Vibrio_Vibrio_vs_Control"
"ko:K032321",0.8005573106013,0.629201824073152,"Vibrio_Vibrio_vs_Control"
"ko:K032331",1.00011387307793,0.578035053681709,"Vibrio_Vibrio_vs_Control"
"ko:K032341",0.336993378924189,NA,"Vibrio_Vibrio_vs_Control"
"ko:K032361",-0.182813165858352,0.840417356751011,"Vibrio_Vibrio_vs_Control"
"ko:K032461",-0.994118411966606,0.489371538848312,"Vibrio_Vibrio_vs_Control"
"ko:K032471",-0.936766193348057,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K032831",0.382928194725214,0.518066828976101,"Vibrio_Vibrio_vs_Control"
"ko:K035211",0.29359943325586,0.777350874290793,"Vibrio_Vibrio_vs_Control"
"ko:K035221",-2.17642447073727,NA,"Vibrio_Vibrio_vs_Control"
"ko:K036261",2.39144268253236,1.62833198479779e-05,"Vibrio_Vibrio_vs_Control"
"ko:K036611",-0.216245166590748,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K038721",0.091145728812742,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K038731",0.218951808143054,0.839993604239585,"Vibrio_Vibrio_vs_Control"
"ko:K039361",-0.403736344251085,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039421",-0.834114776444846,NA,"Vibrio_Vibrio_vs_Control"
"ko:K039431",0.0594171057023041,NA,"Vibrio_Vibrio_vs_Control"
"ko:K040431",1.54017979532271,0.268768793690287,"Vibrio_Vibrio_vs_Control"
"ko:K040791",0.678005670387732,0.552375602295649,"Vibrio_Vibrio_vs_Control"
"ko:K043451",0.864705481310857,0.588845503297412,"Vibrio_Vibrio_vs_Control"
"ko:K043481",-0.307511172361465,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043541",0.0144584778547957,0.983574826618766,"Vibrio_Vibrio_vs_Control"
"ko:K043641",0.669622021804071,0.558167821219382,"Vibrio_Vibrio_vs_Control"
"ko:K043691",-0.780536780327894,0.615144263109068,"Vibrio_Vibrio_vs_Control"
"ko:K043701",0.788497527346868,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043711",-0.396809648278372,NA,"Vibrio_Vibrio_vs_Control"
"ko:K043931",-0.339024917567538,0.746835868029876,"Vibrio_Vibrio_vs_Control"
"ko:K044441",0.969956661715745,0.839993604239585,"Vibrio_Vibrio_vs_Control"
"ko:K044561",-0.530746635927326,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045031",-0.0612382942568061,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K045361",-1.45344506985662,NA,"Vibrio_Vibrio_vs_Control"
"ko:K045521",-0.844557101051172,0.240187158169752,"Vibrio_Vibrio_vs_Control"
"ko:K045671",-0.304441608334453,0.519435490042485,"Vibrio_Vibrio_vs_Control"
"ko:K047121",0.315738852704874,0.866595215823306,"Vibrio_Vibrio_vs_Control"
"ko:K057541",1.16880081813027,0.00141828885730134,"Vibrio_Vibrio_vs_Control"
"ko:K057551",0.272434380709774,0.853492398102171,"Vibrio_Vibrio_vs_Control"
"ko:K057571",0.329920083575258,0.519435490042485,"Vibrio_Vibrio_vs_Control"
"ko:K057581",0.304974866872976,0.866156754029901,"Vibrio_Vibrio_vs_Control"
"ko:K057591",-0.295829770965189,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K066851",0.33371870756231,0.848496735532217,"Vibrio_Vibrio_vs_Control"
"ko:K066891",-0.567725625347843,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K067041",1.19932171832883,NA,"Vibrio_Vibrio_vs_Control"
"ko:K071511",-0.280213026864318,0.392906604893753,"Vibrio_Vibrio_vs_Control"
"ko:K071921",-0.0302949835690787,0.96741532014035,"Vibrio_Vibrio_vs_Control"
"ko:K072051",-0.198621500920085,0.866156754029901,"Vibrio_Vibrio_vs_Control"
"ko:K073421",-0.374084839109514,0.839993604239585,"Vibrio_Vibrio_vs_Control"
"ko:K073751",-0.312947489375259,0.789921961326968,"Vibrio_Vibrio_vs_Control"
"ko:K075091",0.0377635872196578,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K078271",0.125111043792652,0.920988328549101,"Vibrio_Vibrio_vs_Control"
"ko:K078741",0.643804960435355,0.558167821219382,"Vibrio_Vibrio_vs_Control"
"ko:K078871",0.222342466299305,0.819625401195991,"Vibrio_Vibrio_vs_Control"
"ko:K078901",0.292311300789938,0.746835868029876,"Vibrio_Vibrio_vs_Control"
"ko:K078931",0.588637760058291,NA,"Vibrio_Vibrio_vs_Control"
"ko:K079011",0.6407393780375,0.36970376730274,"Vibrio_Vibrio_vs_Control"
"ko:K079361",-1.22318273907545,0.0972777105440296,"Vibrio_Vibrio_vs_Control"
"ko:K079371",-0.405192857100364,0.135410616739804,"Vibrio_Vibrio_vs_Control"
"ko:K079761",0.67755841257991,NA,"Vibrio_Vibrio_vs_Control"
"ko:K080561",-2.03927910265042,NA,"Vibrio_Vibrio_vs_Control"
"ko:K085481",0.504421819956105,0.558167821219382,"Vibrio_Vibrio_vs_Control"
"ko:K087641",-0.58101158686054,NA,"Vibrio_Vibrio_vs_Control"
"ko:K088701",0.521406244608811,NA,"Vibrio_Vibrio_vs_Control"
"ko:K089571",2.18204405846237,0.0206154759519839,"Vibrio_Vibrio_vs_Control"
"ko:K090221",0.102605071489716,0.957934621519989,"Vibrio_Vibrio_vs_Control"
"ko:K093981",0.0880981368423798,NA,"Vibrio_Vibrio_vs_Control"
"ko:K094811",0.667908639046337,0.518066828976101,"Vibrio_Vibrio_vs_Control"
"ko:K094901",-0.921709443321807,0.550532077088469,"Vibrio_Vibrio_vs_Control"
"ko:K095671",2.40000741364471,NA,"Vibrio_Vibrio_vs_Control"
"ko:K095681",0.223344103199724,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K095691",2.48141360205402,0.0116396854280618,"Vibrio_Vibrio_vs_Control"
"ko:K095801",0.0469939560196729,0.96204462247049,"Vibrio_Vibrio_vs_Control"
"ko:K095841",-0.164852494453313,0.613958040188955,"Vibrio_Vibrio_vs_Control"
"ko:K095951",-0.754310443176968,0.288590621452909,"Vibrio_Vibrio_vs_Control"
"ko:K103641",0.362924391571044,0.561545933941516,"Vibrio_Vibrio_vs_Control"
"ko:K103651",0.32719222523393,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K104181",0.738996185121462,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K104191",-0.616904638900868,0.742003477492157,"Vibrio_Vibrio_vs_Control"
"ko:K104201",0.366913104598635,0.635511945562452,"Vibrio_Vibrio_vs_Control"
"ko:K104351",0.425107993192046,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K105731",0.441500006601358,0.776722930447178,"Vibrio_Vibrio_vs_Control"
"ko:K105751",0.672454507222796,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K105771",-0.403772490034395,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105801",-0.201536184932356,0.862442728498197,"Vibrio_Vibrio_vs_Control"
"ko:K105821",-1.40142350054943,NA,"Vibrio_Vibrio_vs_Control"
"ko:K105831",-1.48976630924157,NA,"Vibrio_Vibrio_vs_Control"
"ko:K106881",0.119114752309372,NA,"Vibrio_Vibrio_vs_Control"
"ko:K107041",1.25051363305268,0.0152892110311489,"Vibrio_Vibrio_vs_Control"
"ko:K109491",0.537308123267383,0.692977794630649,"Vibrio_Vibrio_vs_Control"
"ko:K109561",0.454779528245029,0.904538879591509,"Vibrio_Vibrio_vs_Control"
"ko:K110871",2.15020034999795,NA,"Vibrio_Vibrio_vs_Control"
"ko:K110881",0.75529195286831,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K110991",0.502489606554929,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111301",-0.642353564360312,NA,"Vibrio_Vibrio_vs_Control"
"ko:K111881",-0.189591283965288,0.925770724459852,"Vibrio_Vibrio_vs_Control"
"ko:K112511",1.10789015590393,0.185691576228113,"Vibrio_Vibrio_vs_Control"
"ko:K112521",0.861602829750999,0.200603788918733,"Vibrio_Vibrio_vs_Control"
"ko:K112541",1.08390099628732,NA,"Vibrio_Vibrio_vs_Control"
"ko:K114951",-1.1595791482732,NA,"Vibrio_Vibrio_vs_Control"
"ko:K115841",-2.17107608338121,0.0972777105440296,"Vibrio_Vibrio_vs_Control"
"ko:K118841",-0.737595044814956,NA,"Vibrio_Vibrio_vs_Control"
"ko:K119801",-0.0403517859763118,0.974821780903491,"Vibrio_Vibrio_vs_Control"
"ko:K121581",0.134978689334628,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K121941",0.203581180219708,0.552375602295649,"Vibrio_Vibrio_vs_Control"
"ko:K121971",0.305937306754909,0.776722930447178,"Vibrio_Vibrio_vs_Control"
"ko:K121981",-0.00925815831626801,NA,"Vibrio_Vibrio_vs_Control"
"ko:K123931",2.59259925023196,0.136448537600872,"Vibrio_Vibrio_vs_Control"
"ko:K126211",-0.440285168165863,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126221",-0.171829349355036,NA,"Vibrio_Vibrio_vs_Control"
"ko:K126231",-1.17064555311338,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K127571",-0.0660813857757297,0.920988328549101,"Vibrio_Vibrio_vs_Control"
"ko:K128281",-0.105047955189332,0.669063121348468,"Vibrio_Vibrio_vs_Control"
"ko:K128321",0.0278776841871819,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K128331",0.254455892991562,NA,"Vibrio_Vibrio_vs_Control"
"ko:K128591",0.352257864448774,0.839993604239585,"Vibrio_Vibrio_vs_Control"
"ko:K128771",-0.482087084187004,0.767839956056924,"Vibrio_Vibrio_vs_Control"
"ko:K129471",-0.315014275969868,0.819633611329338,"Vibrio_Vibrio_vs_Control"
"ko:K130251",-0.203678250302794,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K131261",0.0208506918264688,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K131761",0.388561571205293,NA,"Vibrio_Vibrio_vs_Control"
"ko:K132511",-0.173551080630995,NA,"Vibrio_Vibrio_vs_Control"
"ko:K137581",1.27506423151117,0.151591089706686,"Vibrio_Vibrio_vs_Control"
"ko:K137851",0.0917940623025978,0.949504685629102,"Vibrio_Vibrio_vs_Control"
"ko:K143971",0.327520281355055,NA,"Vibrio_Vibrio_vs_Control"
"ko:K147531",0.79235395117455,0.00128887407347205,"Vibrio_Vibrio_vs_Control"
"ko:K148031",-0.677715078817653,NA,"Vibrio_Vibrio_vs_Control"
"ko:K149651",-0.485236336803261,0.776722930447178,"Vibrio_Vibrio_vs_Control"
"ko:K150251",2.53967081543843,NA,"Vibrio_Vibrio_vs_Control"
"ko:K151031",-0.652089499147456,0.561545933941516,"Vibrio_Vibrio_vs_Control"
"ko:K156201",-1.12852651629853,NA,"Vibrio_Vibrio_vs_Control"
"ko:K161861",2.33340341498001,0.00146290301254227,"Vibrio_Vibrio_vs_Control"
"ko:K161971",-0.662157136330452,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K163441",-0.176612401953669,0.920988328549101,"Vibrio_Vibrio_vs_Control"
"ko:K165751",-1.71462083020674,NA,"Vibrio_Vibrio_vs_Control"
"ko:K167941",0.395872867121268,0.588845503297412,"Vibrio_Vibrio_vs_Control"
"ko:K170801",-0.542078657203475,0.769680307365627,"Vibrio_Vibrio_vs_Control"
"ko:K170811",-0.257104107747734,0.663741911489652,"Vibrio_Vibrio_vs_Control"
"ko:K170931",-1.22230855424728,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172541",-0.0283241985480165,NA,"Vibrio_Vibrio_vs_Control"
"ko:K172661",0.409814469687084,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K172681",0.751129180030396,0.518066828976101,"Vibrio_Vibrio_vs_Control"
"ko:K174971",1.08482777663401,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177801",-0.907589410071825,NA,"Vibrio_Vibrio_vs_Control"
"ko:K177951",0.261676225815826,NA,"Vibrio_Vibrio_vs_Control"
"ko:K179181",-0.183250640981941,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K179201",-0.124929818541536,0.769680307365627,"Vibrio_Vibrio_vs_Control"
"ko:K182691",1.19392795909852,0.145576527427432,"Vibrio_Vibrio_vs_Control"
"ko:K184661",0.806766610896227,0.542901792981487,"Vibrio_Vibrio_vs_Control"
"ko:K186171",0.579803432080804,NA,"Vibrio_Vibrio_vs_Control"
"ko:K196821",0.434383060897093,0.60577241152297,"Vibrio_Vibrio_vs_Control"
"ko:K197651",-0.482226805204481,8.43958301903838e-05,"Vibrio_Vibrio_vs_Control"
"ko:K197881",-0.314126211118649,NA,"Vibrio_Vibrio_vs_Control"
"ko:K199311",0.414071992842964,0.552375602295649,"Vibrio_Vibrio_vs_Control"
"ko:K199321",0.665839527197675,0.578035053681709,"Vibrio_Vibrio_vs_Control"
"ko:K200111",0.0569076406248447,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K203011",-0.0516676498076156,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203021",-0.431408797178391,0.671694284227401,"Vibrio_Vibrio_vs_Control"
"ko:K203461",-0.00407951887364818,0.995251386699231,"Vibrio_Vibrio_vs_Control"
"ko:K203471",0.135494359492782,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K203501",-2.04857538755455,NA,"Vibrio_Vibrio_vs_Control"
"ko:K203521",0.57324599073017,0.36970376730274,"Vibrio_Vibrio_vs_Control"
"ko:K203691",-0.619017661583777,0.00262194318248709,"Vibrio_Vibrio_vs_Control"
"ko:K203981",-0.561055456977057,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K203991",-0.48676799341165,NA,"Vibrio_Vibrio_vs_Control"
"ko:K204721",-0.79690845914838,0.288590621452909,"Vibrio_Vibrio_vs_Control"
"ko:K218701",-0.233335687052414,0.932774992915301,"Vibrio_Vibrio_vs_Control"
"ko:K218911",0.271040581000966,NA,"Vibrio_Vibrio_vs_Control"
"ko:K220691",0.605381999366784,NA,"Vibrio_Vibrio_vs_Control"
"ko:K223901",-0.0838596677032752,0.9627163705718,"Vibrio_Vibrio_vs_Control"
"ko:K225031",0.172911998329694,0.957934621519989,"Vibrio_Vibrio_vs_Control"
"ko:K225561",-1.63087026483769,0.533807789886352,"Vibrio_Vibrio_vs_Control"
"ko:K229391",-1.32395515137629,NA,"Vibrio_Vibrio_vs_Control"
"ko:K230341",1.33013623779037,0.725681884135281,"Vibrio_Vibrio_vs_Control"
